_c0,Timestamp,LogLevel,Service,Message,RequestID,User,ClientIP,TimeTaken,TimeTakenNumeric,LogLevelIndex,features,prediction,distance
55148,2023-11-20T08:54:00.407+03:00,FATAL,ServiceD,Data Corruption,3073,User98,192.168.1.153,40ms,40.0,4.0,"[40.0,4.0]",1,14.600233301509055
55160,2023-11-20T08:54:00.536+03:00,ERROR,ServiceC,Critical Errors,4260,User39,192.168.1.89,71ms,71.0,3.0,"[71.0,3.0]",2,14.533624845030541
55185,2023-11-20T08:54:00.859+03:00,WARNING,ServiceB,Resource Warnings,8905,User70,192.168.1.6,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
55188,2023-11-20T08:54:00.889+03:00,WARNING,ServiceD,Performance Warnings,2287,User54,192.168.1.143,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
55235,2023-11-20T08:54:01.494+03:00,DEBUG,ServiceC,File I/O,7969,User27,192.168.1.148,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
55258,2023-11-20T08:54:01.767+03:00,FATAL,ServiceB,Data Corruption,6057,User69,192.168.1.108,43ms,43.0,4.0,"[43.0,4.0]",2,13.743163551878908
55274,2023-11-20T08:54:01.960+03:00,INFO,ServiceD,Status Updates,2761,User35,192.168.1.181,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
55329,2023-11-20T08:54:02.650+03:00,WARNING,ServiceC,Resource Warnings,8172,User89,192.168.1.88,72ms,72.0,0.0,"[72.0,0.0]",0,14.086232223532498
55332,2023-11-20T08:54:02.682+03:00,FATAL,ServiceC,Data Corruption,9591,User86,192.168.1.157,10ms,10.0,4.0,"[10.0,4.0]",1,15.777753150837462
55333,2023-11-20T08:54:02.693+03:00,DEBUG,ServiceB,Algorithm Steps,8489,User19,192.168.1.214,42ms,42.0,1.0,"[42.0,1.0]",2,14.545944063001961
55336,2023-11-20T08:54:02.722+03:00,FATAL,ServiceB,Data Corruption,3168,User39,192.168.1.102,41ms,41.0,4.0,"[41.0,4.0]",1,15.587637934941215
55370,2023-11-20T08:54:03.195+03:00,INFO,ServiceB,Startup Messages,2692,User44,192.168.1.21,100ms,100.0,2.0,"[100.0,2.0]",0,14.012196211393347
55385,2023-11-20T08:54:03.354+03:00,WARNING,ServiceD,Performance Warnings,2508,User1,192.168.1.20,43ms,43.0,0.0,"[43.0,0.0]",2,13.628368708355834
55413,2023-11-20T08:54:03.753+03:00,INFO,ServiceA,Status Updates,6912,User69,192.168.1.190,71ms,71.0,2.0,"[71.0,2.0]",2,14.47206700666456
55463,2023-11-20T08:54:04.477+03:00,FATAL,ServiceC,Data Corruption,7525,User80,192.168.1.32,71ms,71.0,4.0,"[71.0,4.0]",2,14.663279947773933
55495,2023-11-20T08:54:04.954+03:00,DEBUG,ServiceD,Trace Information,6448,User81,192.168.1.245,71ms,71.0,1.0,"[71.0,1.0]",2,14.479474982011219
55523,2023-11-20T08:54:05.335+03:00,WARNING,ServiceD,Input Validation Warnings,3399,User6,192.168.1.151,40ms,40.0,0.0,"[40.0,0.0]",1,14.493880144284795
55561,2023-11-20T08:54:05.857+03:00,ERROR,ServiceB,Database Errors,1735,User40,192.168.1.211,11ms,11.0,3.0,"[11.0,3.0]",1,14.661909006527276
55572,2023-11-20T08:54:06.002+03:00,WARNING,ServiceD,Input Validation Warnings,5469,User16,192.168.1.119,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
55595,2023-11-20T08:54:06.311+03:00,WARNING,ServiceB,Input Validation Warnings,3774,User67,192.168.1.136,12ms,12.0,0.0,"[12.0,0.0]",1,13.691549639533479
55646,2023-11-20T08:54:07.083+03:00,DEBUG,ServiceD,Trace Information,4267,User14,192.168.1.10,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
55654,2023-11-20T08:54:07.192+03:00,ERROR,ServiceA,Database Errors,8448,User87,192.168.1.61,100ms,100.0,3.0,"[100.0,3.0]",0,14.075011108861483
55672,2023-11-20T08:54:07.439+03:00,ERROR,ServiceC,Critical Errors,1520,User63,192.168.1.182,41ms,41.0,3.0,"[41.0,3.0]",1,15.466120835083961
55725,2023-11-20T08:54:08.200+03:00,INFO,ServiceA,Status Updates,4928,User96,192.168.1.191,11ms,11.0,2.0,"[11.0,2.0]",1,14.601301757387434
55732,2023-11-20T08:54:08.295+03:00,ERROR,ServiceA,Critical Errors,7243,User68,192.168.1.248,10ms,10.0,3.0,"[10.0,3.0]",1,15.657711575557943
55760,2023-11-20T08:54:08.714+03:00,DEBUG,ServiceB,File I/O,6349,User73,192.168.1.192,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
55782,2023-11-20T08:54:09.063+03:00,FATAL,ServiceC,Crashes,7151,User18,192.168.1.124,42ms,42.0,4.0,"[42.0,4.0]",2,14.728919571919805
55784,2023-11-20T08:54:09.094+03:00,INFO,ServiceC,Startup Messages,2615,User39,192.168.1.133,100ms,100.0,2.0,"[100.0,2.0]",0,14.012196211393347
55825,2023-11-20T08:54:09.639+03:00,DEBUG,ServiceB,Trace Information,8328,User38,192.168.1.118,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
55827,2023-11-20T08:54:09.663+03:00,FATAL,ServiceA,Crashes,3499,User84,192.168.1.26,41ms,41.0,4.0,"[41.0,4.0]",1,15.587637934941215
55864,2023-11-20T08:54:10.163+03:00,ERROR,ServiceC,Critical Errors,6740,User64,192.168.1.27,72ms,72.0,3.0,"[72.0,3.0]",0,14.0611103188635
55890,2023-11-20T08:54:10.458+03:00,WARNING,ServiceD,Performance Warnings,1420,User72,192.168.1.108,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
55892,2023-11-20T08:54:10.481+03:00,FATAL,ServiceD,Crashes,8230,User91,192.168.1.217,71ms,71.0,4.0,"[71.0,4.0]",2,14.663279947773933
55916,2023-11-20T08:54:10.848+03:00,INFO,ServiceD,Startup Messages,3206,User96,192.168.1.131,72ms,72.0,2.0,"[72.0,2.0]",0,13.998233043897415
55947,2023-11-20T08:54:11.264+03:00,ERROR,ServiceB,Critical Errors,8990,User17,192.168.1.189,72ms,72.0,3.0,"[72.0,3.0]",0,14.0611103188635
55994,2023-11-20T08:54:11.863+03:00,WARNING,ServiceD,Input Validation Warnings,1073,User13,192.168.1.4,41ms,41.0,0.0,"[41.0,0.0]",1,15.488066553615317
56055,2023-11-20T08:54:12.643+03:00,ERROR,ServiceC,Critical Errors,1188,User2,192.168.1.207,10ms,10.0,3.0,"[10.0,3.0]",1,15.657711575557943
56057,2023-11-20T08:54:12.662+03:00,FATAL,ServiceA,Crashes,8416,User65,192.168.1.95,100ms,100.0,4.0,"[100.0,4.0]",0,14.208104474649751
56065,2023-11-20T08:54:12.745+03:00,FATAL,ServiceD,Data Corruption,3925,User84,192.168.1.25,41ms,41.0,4.0,"[41.0,4.0]",1,15.587637934941215
56093,2023-11-20T08:54:13.112+03:00,INFO,ServiceD,Status Updates,8896,User41,192.168.1.6,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
56096,2023-11-20T08:54:13.137+03:00,FATAL,ServiceA,Data Corruption,5015,User83,192.168.1.201,100ms,100.0,4.0,"[100.0,4.0]",0,14.208104474649751
56125,2023-11-20T08:54:13.499+03:00,ERROR,ServiceC,Critical Errors,1163,User66,192.168.1.214,71ms,71.0,3.0,"[71.0,3.0]",2,14.533624845030541
56163,2023-11-20T08:54:14.061+03:00,WARNING,ServiceA,Performance Warnings,8858,User61,192.168.1.172,12ms,12.0,0.0,"[12.0,0.0]",1,13.691549639533479
56216,2023-11-20T08:54:14.823+03:00,WARNING,ServiceA,Input Validation Warnings,2736,User20,192.168.1.34,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
56219,2023-11-20T08:54:14.870+03:00,WARNING,ServiceA,Input Validation Warnings,4918,User51,192.168.1.49,12ms,12.0,0.0,"[12.0,0.0]",1,13.691549639533479
56277,2023-11-20T08:54:15.586+03:00,FATAL,ServiceD,Data Corruption,6965,User75,192.168.1.242,72ms,72.0,4.0,"[72.0,4.0]",0,14.194334026196428
56308,2023-11-20T08:54:15.961+03:00,INFO,ServiceB,Startup Messages,6199,User89,192.168.1.243,42ms,42.0,2.0,"[42.0,2.0]",2,14.538569956315584
56394,2023-11-20T08:54:17.252+03:00,WARNING,ServiceB,Resource Warnings,8635,User70,192.168.1.123,42ms,42.0,0.0,"[42.0,0.0]",2,14.621865851979422
56405,2023-11-20T08:54:17.366+03:00,WARNING,ServiceB,Performance Warnings,2403,User82,192.168.1.202,71ms,71.0,0.0,"[71.0,0.0]",2,14.555743473419305
56420,2023-11-20T08:54:17.521+03:00,DEBUG,ServiceC,Trace Information,1336,User41,192.168.1.30,100ms,100.0,1.0,"[100.0,1.0]",0,14.020604395624247
56430,2023-11-20T08:54:17.618+03:00,FATAL,ServiceB,Crashes,3153,User20,192.168.1.44,70ms,70.0,4.0,"[70.0,4.0]",2,13.677657188611597
56464,2023-11-20T08:54:17.992+03:00,FATAL,ServiceA,Crashes,6210,User40,192.168.1.200,72ms,72.0,4.0,"[72.0,4.0]",0,14.194334026196428
56492,2023-11-20T08:54:18.379+03:00,ERROR,ServiceC,Critical Errors,4287,User43,192.168.1.202,12ms,12.0,3.0,"[12.0,3.0]",1,13.666719417914823
56532,2023-11-20T08:54:18.852+03:00,FATAL,ServiceD,Crashes,4383,User48,192.168.1.27,70ms,70.0,4.0,"[70.0,4.0]",2,13.677657188611597
56671,2023-11-20T08:54:20.733+03:00,INFO,ServiceB,Status Updates,9525,User53,192.168.1.207,10ms,10.0,2.0,"[10.0,2.0]",1,15.60097333751843
56682,2023-11-20T08:54:20.875+03:00,WARNING,ServiceD,Resource Warnings,5823,User88,192.168.1.64,71ms,71.0,0.0,"[71.0,0.0]",2,14.555743473419305
56731,2023-11-20T08:54:21.528+03:00,ERROR,ServiceC,Critical Errors,6041,User74,192.168.1.45,72ms,72.0,3.0,"[72.0,3.0]",0,14.0611103188635
56759,2023-11-20T08:54:21.944+03:00,DEBUG,ServiceD,SQL Queries,8406,User95,192.168.1.218,41ms,41.0,1.0,"[41.0,1.0]",1,15.416023101780098
56845,2023-11-20T08:54:23.137+03:00,WARNING,ServiceC,Performance Warnings,2750,User80,192.168.1.86,42ms,42.0,0.0,"[42.0,0.0]",2,14.621865851979422
56851,2023-11-20T08:54:23.231+03:00,DEBUG,ServiceA,SQL Queries,9140,User32,192.168.1.202,100ms,100.0,1.0,"[100.0,1.0]",0,14.020604395624247
56903,2023-11-20T08:54:24.036+03:00,ERROR,ServiceA,Database Errors,3473,User88,192.168.1.156,40ms,40.0,3.0,"[40.0,3.0]",1,14.470426730165691
56904,2023-11-20T08:54:24.051+03:00,FATAL,ServiceC,Data Corruption,8987,User67,192.168.1.246,10ms,10.0,4.0,"[10.0,4.0]",1,15.777753150837462
56912,2023-11-20T08:54:24.176+03:00,FATAL,ServiceB,Crashes,5970,User75,192.168.1.25,70ms,70.0,4.0,"[70.0,4.0]",2,13.677657188611597
56936,2023-11-20T08:54:24.544+03:00,ERROR,ServiceB,Critical Errors,5934,User92,192.168.1.38,12ms,12.0,3.0,"[12.0,3.0]",1,13.666719417914823
56939,2023-11-20T08:54:24.584+03:00,ERROR,ServiceD,Critical Errors,5823,User58,192.168.1.217,72ms,72.0,3.0,"[72.0,3.0]",0,14.0611103188635
57014,2023-11-20T08:54:25.783+03:00,WARNING,ServiceD,Performance Warnings,8721,User68,192.168.1.114,40ms,40.0,0.0,"[40.0,0.0]",1,14.493880144284795
57027,2023-11-20T08:54:25.988+03:00,FATAL,ServiceA,Crashes,6106,User1,192.168.1.234,11ms,11.0,4.0,"[11.0,4.0]",1,14.790035105471722
57076,2023-11-20T08:54:26.780+03:00,INFO,ServiceA,Startup Messages,3991,User61,192.168.1.75,41ms,41.0,2.0,"[41.0,2.0]",1,15.408677132707334
57098,2023-11-20T08:54:27.128+03:00,DEBUG,ServiceA,Algorithm Steps,5800,User79,192.168.1.176,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
57218,2023-11-20T08:54:28.829+03:00,WARNING,ServiceB,Performance Warnings,7231,User26,192.168.1.163,72ms,72.0,0.0,"[72.0,0.0]",0,14.086232223532498
57219,2023-11-20T08:54:28.845+03:00,ERROR,ServiceD,Critical Errors,2146,User38,192.168.1.49,71ms,71.0,3.0,"[71.0,3.0]",2,14.533624845030541
57222,2023-11-20T08:54:28.893+03:00,WARNING,ServiceD,Input Validation Warnings,5463,User6,192.168.1.20,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
57258,2023-11-20T08:54:29.379+03:00,INFO,ServiceC,Startup Messages,3405,User25,192.168.1.183,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
57295,2023-11-20T08:54:29.905+03:00,DEBUG,ServiceD,File I/O,2211,User75,192.168.1.155,41ms,41.0,1.0,"[41.0,1.0]",1,15.416023101780098
57341,2023-11-20T08:54:30.512+03:00,DEBUG,ServiceB,Algorithm Steps,9099,User44,192.168.1.116,71ms,71.0,1.0,"[71.0,1.0]",2,14.479474982011219
57370,2023-11-20T08:54:30.953+03:00,WARNING,ServiceA,Resource Warnings,7531,User66,192.168.1.32,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
57384,2023-11-20T08:54:31.124+03:00,FATAL,ServiceC,Data Corruption,5184,User84,192.168.1.57,10ms,10.0,4.0,"[10.0,4.0]",1,15.777753150837462
57392,2023-11-20T08:54:31.205+03:00,INFO,ServiceB,Status Updates,2221,User36,192.168.1.102,11ms,11.0,2.0,"[11.0,2.0]",1,14.601301757387434
57405,2023-11-20T08:54:31.375+03:00,INFO,ServiceA,Startup Messages,2155,User82,192.168.1.10,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
57451,2023-11-20T08:54:32.058+03:00,DEBUG,ServiceB,Trace Information,2167,User93,192.168.1.182,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
57471,2023-11-20T08:54:32.373+03:00,WARNING,ServiceA,Resource Warnings,2203,User8,192.168.1.20,12ms,12.0,0.0,"[12.0,0.0]",1,13.691549639533479
57498,2023-11-20T08:54:32.792+03:00,FATAL,ServiceC,Data Corruption,1390,User55,192.168.1.185,10ms,10.0,4.0,"[10.0,4.0]",1,15.777753150837462
57523,2023-11-20T08:54:33.118+03:00,WARNING,ServiceA,Input Validation Warnings,9913,User53,192.168.1.145,72ms,72.0,0.0,"[72.0,0.0]",0,14.086232223532498
57625,2023-11-20T08:54:34.467+03:00,DEBUG,ServiceC,SQL Queries,2772,User64,192.168.1.5,100ms,100.0,1.0,"[100.0,1.0]",0,14.020604395624247
57629,2023-11-20T08:54:34.523+03:00,INFO,ServiceB,Status Updates,6741,User39,192.168.1.109,100ms,100.0,2.0,"[100.0,2.0]",0,14.012196211393347
57647,2023-11-20T08:54:34.814+03:00,ERROR,ServiceA,Critical Errors,2204,User13,192.168.1.63,12ms,12.0,3.0,"[12.0,3.0]",1,13.666719417914823
57676,2023-11-20T08:54:35.224+03:00,INFO,ServiceD,Status Updates,2573,User18,192.168.1.207,10ms,10.0,2.0,"[10.0,2.0]",1,15.60097333751843
57690,2023-11-20T08:54:35.433+03:00,ERROR,ServiceC,Critical Errors,7086,User87,192.168.1.116,40ms,40.0,3.0,"[40.0,3.0]",1,14.470426730165691
57709,2023-11-20T08:54:35.655+03:00,ERROR,ServiceA,Database Errors,7746,User25,192.168.1.244,71ms,71.0,3.0,"[71.0,3.0]",2,14.533624845030541
57711,2023-11-20T08:54:35.673+03:00,FATAL,ServiceC,Crashes,1435,User37,192.168.1.56,41ms,41.0,4.0,"[41.0,4.0]",1,15.587637934941215
57722,2023-11-20T08:54:35.824+03:00,FATAL,ServiceA,Crashes,1015,User70,192.168.1.84,11ms,11.0,4.0,"[11.0,4.0]",1,14.790035105471722
57723,2023-11-20T08:54:35.834+03:00,WARNING,ServiceC,Input Validation Warnings,6469,User51,192.168.1.129,12ms,12.0,0.0,"[12.0,0.0]",1,13.691549639533479
57779,2023-11-20T08:54:36.596+03:00,WARNING,ServiceC,Input Validation Warnings,7423,User14,192.168.1.171,12ms,12.0,0.0,"[12.0,0.0]",1,13.691549639533479
57950,2023-11-20T08:54:38.846+03:00,FATAL,ServiceD,Data Corruption,7900,User49,192.168.1.63,100ms,100.0,4.0,"[100.0,4.0]",0,14.208104474649751
57976,2023-11-20T08:54:39.145+03:00,WARNING,ServiceA,Resource Warnings,3156,User56,192.168.1.210,12ms,12.0,0.0,"[12.0,0.0]",1,13.691549639533479
57977,2023-11-20T08:54:39.161+03:00,INFO,ServiceA,Status Updates,7262,User58,192.168.1.25,41ms,41.0,2.0,"[41.0,2.0]",1,15.408677132707334
58033,2023-11-20T08:54:39.955+03:00,WARNING,ServiceA,Performance Warnings,7133,User46,192.168.1.161,100ms,100.0,0.0,"[100.0,0.0]",0,14.100108246769237
58056,2023-11-20T08:54:40.210+03:00,INFO,ServiceC,Status Updates,9103,User71,192.168.1.182,11ms,11.0,2.0,"[11.0,2.0]",1,14.601301757387434
58059,2023-11-20T08:54:40.237+03:00,DEBUG,ServiceA,SQL Queries,7268,User32,192.168.1.169,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
58061,2023-11-20T08:54:40.253+03:00,DEBUG,ServiceA,SQL Queries,1338,User23,192.168.1.136,72ms,72.0,1.0,"[72.0,1.0]",0,14.006649610212765
58066,2023-11-20T08:54:40.303+03:00,DEBUG,ServiceB,Trace Information,2341,User100,192.168.1.120,11ms,11.0,1.0,"[11.0,1.0]",1,14.609053710110219
58072,2023-11-20T08:54:40.368+03:00,ERROR,ServiceC,Critical Errors,8201,User34,192.168.1.217,100ms,100.0,3.0,"[100.0,3.0]",0,14.075011108861483
58096,2023-11-20T08:54:40.704+03:00,ERROR,ServiceC,Critical Errors,9374,User74,192.168.1.150,41ms,41.0,3.0,"[41.0,3.0]",1,15.466120835083961
58181,2023-11-20T08:54:41.835+03:00,WARNING,ServiceA,Performance Warnings,5582,User49,192.168.1.141,40ms,40.0,0.0,"[40.0,0.0]",1,14.493880144284795
58198,2023-11-20T08:54:42.052+03:00,INFO,ServiceA,Startup Messages,3536,User85,192.168.1.51,72ms,72.0,2.0,"[72.0,2.0]",0,13.998233043897415
58234,2023-11-20T08:54:42.567+03:00,ERROR,ServiceC,Critical Errors,2175,User4,192.168.1.198,100ms,100.0,3.0,"[100.0,3.0]",0,14.075011108861483
58247,2023-11-20T08:54:42.726+03:00,DEBUG,ServiceB,Trace Information,1572,User75,192.168.1.239,11ms,11.0,1.0,"[11.0,1.0]",1,14.609053710110219
58325,2023-11-20T08:54:43.776+03:00,INFO,ServiceB,Startup Messages,4783,User100,192.168.1.106,41ms,41.0,2.0,"[41.0,2.0]",1,15.408677132707334
58394,2023-11-20T08:54:44.796+03:00,INFO,ServiceD,Status Updates,5369,User96,192.168.1.128,42ms,42.0,2.0,"[42.0,2.0]",2,14.538569956315584
58421,2023-11-20T08:54:45.215+03:00,WARNING,ServiceD,Resource Warnings,2610,User43,192.168.1.197,72ms,72.0,0.0,"[72.0,0.0]",0,14.086232223532498
58460,2023-11-20T08:54:45.813+03:00,WARNING,ServiceC,Performance Warnings,3561,User49,192.168.1.195,42ms,42.0,0.0,"[42.0,0.0]",2,14.621865851979422
58476,2023-11-20T08:54:46.065+03:00,WARNING,ServiceB,Performance Warnings,2865,User39,192.168.1.137,10ms,10.0,0.0,"[10.0,0.0]",1,15.679389135650677
58535,2023-11-20T08:54:46.956+03:00,WARNING,ServiceD,Performance Warnings,7799,User41,192.168.1.114,41ms,41.0,0.0,"[41.0,0.0]",1,15.488066553615317
58546,2023-11-20T08:54:47.130+03:00,DEBUG,ServiceB,Algorithm Steps,3803,User43,192.168.1.85,41ms,41.0,1.0,"[41.0,1.0]",1,15.416023101780098
58633,2023-11-20T08:54:48.477+03:00,DEBUG,ServiceC,File I/O,5138,User53,192.168.1.45,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
58702,2023-11-20T08:54:49.564+03:00,WARNING,ServiceB,Performance Warnings,9399,User37,192.168.1.101,71ms,71.0,0.0,"[71.0,0.0]",2,14.555743473419305
58712,2023-11-20T08:54:49.723+03:00,ERROR,ServiceC,Database Errors,1984,User66,192.168.1.140,10ms,10.0,3.0,"[10.0,3.0]",1,15.657711575557943
58727,2023-11-20T08:54:49.960+03:00,WARNING,ServiceC,Performance Warnings,6724,User3,192.168.1.217,42ms,42.0,0.0,"[42.0,0.0]",2,14.621865851979422
58732,2023-11-20T08:54:50.042+03:00,DEBUG,ServiceC,Trace Information,8505,User5,192.168.1.153,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
58754,2023-11-20T08:54:50.389+03:00,INFO,ServiceA,Startup Messages,4119,User80,192.168.1.21,40ms,40.0,2.0,"[40.0,2.0]",1,14.409014090065062
58836,2023-11-20T08:54:51.640+03:00,DEBUG,ServiceD,SQL Queries,5315,User22,192.168.1.239,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
58857,2023-11-20T08:54:51.972+03:00,ERROR,ServiceD,Critical Errors,7513,User48,192.168.1.180,72ms,72.0,3.0,"[72.0,3.0]",0,14.0611103188635
58890,2023-11-20T08:54:52.489+03:00,INFO,ServiceD,Startup Messages,9960,User47,192.168.1.207,100ms,100.0,2.0,"[100.0,2.0]",0,14.012196211393347
58957,2023-11-20T08:54:53.507+03:00,ERROR,ServiceB,Database Errors,6387,User22,192.168.1.178,71ms,71.0,3.0,"[71.0,3.0]",2,14.533624845030541
58962,2023-11-20T08:54:53.586+03:00,ERROR,ServiceB,Critical Errors,2078,User54,192.168.1.221,100ms,100.0,3.0,"[100.0,3.0]",0,14.075011108861483
58999,2023-11-20T08:54:54.165+03:00,DEBUG,ServiceB,Trace Information,5427,User36,192.168.1.48,100ms,100.0,1.0,"[100.0,1.0]",0,14.020604395624247
59066,2023-11-20T08:54:55.216+03:00,DEBUG,ServiceD,SQL Queries,3331,User90,192.168.1.148,41ms,41.0,1.0,"[41.0,1.0]",1,15.416023101780098
59091,2023-11-20T08:54:55.606+03:00,FATAL,ServiceA,Data Corruption,6958,User68,192.168.1.196,12ms,12.0,4.0,"[12.0,4.0]",1,13.804085712332068
59124,2023-11-20T08:54:56.124+03:00,DEBUG,ServiceA,Algorithm Steps,6778,User22,192.168.1.225,41ms,41.0,1.0,"[41.0,1.0]",1,15.416023101780098
59147,2023-11-20T08:54:56.483+03:00,DEBUG,ServiceD,Trace Information,1488,User34,192.168.1.175,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
59155,2023-11-20T08:54:56.608+03:00,DEBUG,ServiceC,SQL Queries,4900,User100,192.168.1.240,41ms,41.0,1.0,"[41.0,1.0]",1,15.416023101780098
59170,2023-11-20T08:54:56.845+03:00,WARNING,ServiceC,Input Validation Warnings,8934,User9,192.168.1.250,42ms,42.0,0.0,"[42.0,0.0]",2,14.621865851979422
59256,2023-11-20T08:54:58.150+03:00,INFO,ServiceA,Status Updates,8778,User47,192.168.1.151,11ms,11.0,2.0,"[11.0,2.0]",1,14.601301757387434
59259,2023-11-20T08:54:58.199+03:00,WARNING,ServiceC,Input Validation Warnings,8717,User52,192.168.1.174,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
59263,2023-11-20T08:54:58.261+03:00,ERROR,ServiceC,Database Errors,8734,User11,192.168.1.26,12ms,12.0,3.0,"[12.0,3.0]",1,13.666719417914823
59291,2023-11-20T08:54:58.679+03:00,DEBUG,ServiceC,SQL Queries,3519,User85,192.168.1.154,11ms,11.0,1.0,"[11.0,1.0]",1,14.609053710110219
59308,2023-11-20T08:54:58.907+03:00,DEBUG,ServiceB,Algorithm Steps,5362,User44,192.168.1.160,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
59330,2023-11-20T08:54:59.197+03:00,WARNING,ServiceB,Resource Warnings,2799,User44,192.168.1.86,11ms,11.0,0.0,"[11.0,0.0]",1,14.685056608657826
59353,2023-11-20T08:54:59.486+03:00,ERROR,ServiceA,Critical Errors,8130,User68,192.168.1.138,41ms,41.0,3.0,"[41.0,3.0]",1,15.466120835083961
59369,2023-11-20T08:54:59.733+03:00,ERROR,ServiceA,Critical Errors,3393,User3,192.168.1.71,72ms,72.0,3.0,"[72.0,3.0]",0,14.0611103188635
59447,2023-11-20T08:55:00.981+03:00,DEBUG,ServiceA,File I/O,2269,User27,192.168.1.206,72ms,72.0,1.0,"[72.0,1.0]",0,14.006649610212765
59484,2023-11-20T08:55:01.565+03:00,INFO,ServiceD,Status Updates,1444,User75,192.168.1.190,42ms,42.0,2.0,"[42.0,2.0]",2,14.538569956315584
59496,2023-11-20T08:55:01.753+03:00,DEBUG,ServiceD,SQL Queries,9069,User30,192.168.1.191,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
59505,2023-11-20T08:55:01.896+03:00,ERROR,ServiceD,Database Errors,6289,User92,192.168.1.236,41ms,41.0,3.0,"[41.0,3.0]",1,15.466120835083961
59509,2023-11-20T08:55:01.959+03:00,DEBUG,ServiceD,Algorithm Steps,1201,User43,192.168.1.125,42ms,42.0,1.0,"[42.0,1.0]",2,14.545944063001961
59512,2023-11-20T08:55:02.006+03:00,ERROR,ServiceA,Database Errors,4907,User59,192.168.1.10,100ms,100.0,3.0,"[100.0,3.0]",0,14.075011108861483
59527,2023-11-20T08:55:02.215+03:00,DEBUG,ServiceD,Trace Information,9612,User9,192.168.1.170,10ms,10.0,1.0,"[10.0,1.0]",1,15.608228803184579
59555,2023-11-20T08:55:02.656+03:00,ERROR,ServiceB,Database Errors,9664,User38,192.168.1.142,72ms,72.0,3.0,"[72.0,3.0]",0,14.0611103188635
59575,2023-11-20T08:55:02.953+03:00,ERROR,ServiceC,Critical Errors,3055,User29,192.168.1.197,40ms,40.0,3.0,"[40.0,3.0]",1,14.470426730165691
59598,2023-11-20T08:55:03.304+03:00,DEBUG,ServiceD,File I/O,6620,User18,192.168.1.23,41ms,41.0,1.0,"[41.0,1.0]",1,15.416023101780098
59619,2023-11-20T08:55:03.636+03:00,FATAL,ServiceA,Data Corruption,4187,User25,192.168.1.232,12ms,12.0,4.0,"[12.0,4.0]",1,13.804085712332068
59652,2023-11-20T08:55:04.162+03:00,ERROR,ServiceA,Database Errors,9323,User67,192.168.1.154,100ms,100.0,3.0,"[100.0,3.0]",0,14.075011108861483
59686,2023-11-20T08:55:04.693+03:00,INFO,ServiceC,Startup Messages,9760,User84,192.168.1.22,11ms,11.0,2.0,"[11.0,2.0]",1,14.601301757387434
59782,2023-11-20T08:55:06.179+03:00,DEBUG,ServiceD,Trace Information,6566,User36,192.168.1.193,40ms,40.0,1.0,"[40.0,1.0]",1,14.416869436264353
59810,2023-11-20T08:55:06.612+03:00,INFO,ServiceD,Status Updates,6785,User99,192.168.1.185,71ms,71.0,2.0,"[71.0,2.0]",2,14.47206700666456
59816,2023-11-20T08:55:06.706+03:00,WARNING,ServiceB,Resource Warnings,9707,User74,192.168.1.218,72ms,72.0,0.0,"[72.0,0.0]",0,14.086232223532498
59824,2023-11-20T08:55:06.833+03:00,ERROR,ServiceC,Database Errors,2622,User66,192.168.1.111,10ms,10.0,3.0,"[10.0,3.0]",1,15.657711575557943
59965,2023-11-20T08:55:09.001+03:00,WARNING,ServiceB,Resource Warnings,3470,User81,192.168.1.112,12ms,12.0,0.0,"[12.0,0.0]",1,13.691549639533479
60008,2023-11-20T08:55:09.626+03:00,WARNING,ServiceA,Resource Warnings,7121,User10,192.168.1.202,71ms,71.0,0.0,"[71.0,0.0]",2,14.555743473419305
